,year,price,total_run,tax,engineSize,mileage_lit,model_ I10,model_ I20,model_ I30,model_ I40,model_ I800,model_ IX20,model_ IX35,model_ Ioniq,model_ Kona,model_ Santa Fe,model_ Tucson,transmission_Automatic,transmission_Manual,transmission_Semi-Auto,fule_Diesel,fule_Hybrid,fule_Petrol
3459,2018,7281,14985,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3460,2017,8000,12645,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3461,2019,27000,2000,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3462,2016,7500,8000,20,1.2,15.88,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3463,2019,26000,500,145,1.6,13.31,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3464,2019,21000,1000,145,1.6,14.08,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3465,2019,14750,100,145,1.6,9.83,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3466,2016,8500,27000,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3467,2017,6660,37798,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3468,2017,6120,32637,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3469,2018,7291,13330,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3470,2017,7291,14528,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3471,2017,7291,13787,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3472,2018,10700,25501,150,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3473,2017,14500,11653,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3474,2018,11000,16532,150,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3475,2017,11350,36058,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3476,2017,15200,29058,0,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3477,2017,13195,27563,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3478,2018,14995,9274,145,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3479,2017,13500,27587,150,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3480,2018,7291,12939,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3481,2017,13750,22445,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3482,2017,7395,13699,30,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3483,2019,9495,443,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3484,2017,7395,14977,30,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3485,2017,8495,32979,150,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3486,2015,12999,61798,205,2.2,12.23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3487,2018,7259,31995,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3488,2018,7495,14162,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3489,2017,18000,39835,150,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3490,2017,13500,27191,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3491,2017,17750,33664,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3492,2017,18850,28056,240,2.2,11.31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3493,2017,18000,29275,240,2.0,11.49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3494,2017,14250,27430,0,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3495,2017,9835,10269,145,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3496,2018,13495,8265,145,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3497,2016,9995,51344,20,1.6,19.13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3498,2017,14495,27892,145,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3499,2019,14995,3475,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3500,2019,14995,2291,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3501,2016,12995,50299,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3502,2020,25995,1045,145,2.0,8.98,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3503,2019,19995,10,145,1.6,13.82,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3504,2017,8292,38498,20,1.0,16.59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3505,2018,14490,11897,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3506,2017,13490,29797,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3507,2018,12395,10717,145,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3508,2018,16349,9667,145,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3509,2019,20195,3500,145,1.6,9.33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3510,2016,13475,27951,145,2.0,14.34,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3511,2019,15495,1750,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3512,2017,17995,30956,200,2.2,12.44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3513,2016,14295,12810,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3514,2018,14995,8934,145,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3515,2014,6799,18495,30,1.2,15.22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3516,2015,17000,34203,260,2.2,11.15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3517,2017,10990,43564,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3518,2015,8990,24503,205,1.6,10.96,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3519,2016,17390,11255,200,2.2,12.23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3520,2017,15295,8474,145,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3521,2017,15395,7317,145,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3522,2016,19495,10317,235,2.2,11.31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3523,2018,16285,11508,145,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3524,2019,21779,3047,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3525,2017,15620,9196,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3526,2019,21490,101,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3527,2015,7490,40472,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3528,2019,17499,3500,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3529,2018,13000,19888,145,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3530,2019,16000,5280,145,1.6,9.33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3531,2019,34000,1578,145,2.2,10.36,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3532,2019,15000,2160,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3533,2020,16998,400,145,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3534,2020,27999,300,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3535,2019,15798,13184,145,1.6,9.33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3536,2018,14579,8093,150,1.0,14.34,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3537,2017,12199,24026,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3538,2017,19899,37123,150,2.2,11.31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3539,2014,8999,76531,30,1.7,14.64,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3540,2017,6799,21129,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3541,2017,14298,35828,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3542,2017,15890,11018,0,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3543,2017,6489,42479,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3544,2018,8000,13546,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3545,2017,8000,14554,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3546,2019,15798,17241,145,1.6,9.33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3547,2018,13499,8906,145,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3548,2015,6199,8776,20,1.0,16.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3549,2014,6000,17324,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3550,2018,12810,10478,145,1.0,14.34,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3551,2019,17899,5167,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3552,2018,15480,38330,150,2.5,9.96,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3553,2016,13110,53292,330,2.5,8.88,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3554,2017,7290,19178,150,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3555,2017,8690,30458,150,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3556,2018,8790,2696,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3557,2018,15190,20000,150,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3558,2018,8520,4000,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3559,2017,8449,27250,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3560,2018,12000,13000,150,1.6,11.49,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3561,2015,8000,28000,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3562,2018,6620,30655,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3563,2017,6740,33859,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3564,2019,8299,7079,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3565,2018,18199,16172,145,1.7,15.24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3566,2016,9000,14000,20,1.0,16.59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3567,2015,7000,67500,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3568,2017,8500,19000,150,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3569,2017,11000,15000,160,1.6,11.49,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3570,2019,18250,6500,145,1.6,9.33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3571,2017,7250,30000,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3572,2018,17000,32000,145,2.5,9.96,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3573,2017,10000,39317,145,1.7,17.78,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3574,2019,12299,10338,145,1.0,11.83,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3575,2013,7299,37367,30,1.6,16.96,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3576,2016,9799,35932,160,1.6,11.31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3577,2013,4390,29089,20,1.2,16.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3578,2017,17095,19099,145,1.6,10.51,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3579,2017,6300,31513,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3580,2017,6860,34508,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3581,2017,11120,30043,145,1.7,17.36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3582,2017,6230,35298,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3583,2018,7600,5800,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3584,2018,7120,33617,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3585,2019,13899,12273,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3586,2016,6549,53609,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3587,2017,16929,24163,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3588,2018,20949,18076,145,2.0,12.44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3589,2018,11679,11513,145,1.6,19.63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3590,2019,10871,8114,150,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3591,2016,11151,25881,125,1.7,14.93,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3592,2018,11091,14952,150,1.6,16.96,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3593,2016,13871,30897,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3594,2020,18798,1250,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3595,2013,3499,79936,20,1.2,16.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3596,2019,19000,21,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3597,2017,7499,35513,145,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3598,2017,7499,36602,145,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3599,2017,9995,11211,150,1.6,11.49,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3600,2018,16394,19500,145,1.6,10.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3601,2017,15109,36722,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3602,2019,13499,9946,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3603,2018,15169,8786,145,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3604,2019,22999,3294,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3605,2019,21299,6439,145,1.6,9.96,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3606,2019,33799,5732,145,2.2,10.36,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3607,2019,33799,5473,145,2.2,10.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3608,2013,8199,26454,145,1.7,12.87,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3609,2016,8599,67654,30,1.7,17.36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3610,2019,25715,6771,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3611,2019,16000,30,145,1.6,14.34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3612,2019,16000,30,145,1.6,14.34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3613,2018,7291,9683,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3614,2018,7291,11491,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3615,2019,18990,10,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3616,2020,26999,1472,145,2.0,8.98,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3617,2019,15792,16449,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3618,2015,11243,27855,160,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3619,2019,18414,10616,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3620,2015,7699,27399,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3621,2016,11490,30311,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3622,2018,14490,30421,145,1.6,10.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3623,2017,13790,15994,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3624,2014,4890,39120,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3625,2016,6990,52413,145,1.4,12.87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3626,2017,11990,24010,145,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3627,2019,16000,30,145,1.6,14.34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3628,2019,16000,30,145,1.6,14.34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3629,2016,7290,18772,145,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3630,2019,21750,100,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3631,2018,12791,8708,145,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3632,2018,14594,20,145,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3633,2019,18299,559,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3634,2018,16651,12170,145,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3635,2019,10590,3417,150,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3636,2019,11240,5215,150,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3637,2018,7291,16203,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3638,2018,17995,4128,150,1.6,10.51,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3639,2018,9995,29923,150,1.4,12.05,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3640,2019,11999,2600,150,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3641,2013,7490,69652,300,2.0,10.36,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3642,2019,19000,8569,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3643,2019,18250,3700,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3644,2018,14650,19076,145,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3645,2016,16490,34100,200,2.0,12.44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3646,2018,17600,16428,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3647,2019,16000,3472,145,1.6,14.34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3648,2018,20995,12193,145,2.0,12.44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3649,2017,17695,12730,145,2.0,12.44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3650,2019,21795,4500,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3651,2019,33699,4372,145,2.2,10.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3652,2019,18440,16464,150,2.5,8.37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3653,2017,8350,20816,150,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3654,2017,7610,9511,150,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3655,2017,6990,26716,30,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3656,2018,12699,39188,150,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3657,2019,30999,9970,145,2.2,10.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3658,2017,17180,30345,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3659,2017,8995,24708,145,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3660,2018,7291,15395,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3661,2018,7291,11562,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3662,2017,7291,12491,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3663,2018,7291,13746,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3664,2017,7291,12006,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3665,2019,34495,3837,145,2.2,10.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3666,2018,11295,8469,145,1.0,12.05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3667,2017,17495,33493,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3668,2017,13295,29158,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3669,2018,7291,13954,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3670,2017,7291,11467,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3671,2018,7291,13097,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3672,2020,12995,510,145,1.2,13.82,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3673,2019,23991,20,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3674,2017,14895,27860,0,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3675,2017,13991,17475,145,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3676,2017,13251,29968,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3677,2018,11200,6063,145,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3678,2018,14751,11290,145,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3679,2014,6800,38193,160,1.2,12.05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3680,2019,22899,5500,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3681,2019,23991,5500,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3682,2017,15490,13587,0,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3683,2020,12995,3000,150,1.0,14.08,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3684,2017,17299,11247,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3685,2019,23991,10,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3686,2019,21795,4500,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3687,2019,21795,4500,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3688,2019,31735,17340,145,2.2,10.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3689,2019,23991,4000,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3690,2019,23991,10,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3691,2019,23991,5500,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3692,2019,22891,5500,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3693,2019,22491,5500,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3694,2019,23991,5500,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3695,2019,22491,5500,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3696,2019,9491,3500,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3697,2019,9491,3500,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3698,2019,9491,250,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3699,2019,9491,10,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3700,2019,9491,3500,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3701,2019,9491,3000,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3702,2019,25750,4500,145,1.6,13.31,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3703,2019,9491,3200,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3704,2019,21795,2400,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3705,2019,23491,10,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
