,year,price,total_run,tax,engineSize,mileage_lit,model_ I10,model_ I20,model_ I30,model_ I40,model_ I800,model_ IX20,model_ IX35,model_ Ioniq,model_ Kona,model_ Santa Fe,model_ Tucson,transmission_Automatic,transmission_Manual,transmission_Semi-Auto,fule_Diesel,fule_Hybrid,fule_Petrol
1408,2014,12891,49216,260,2.2,10.96,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1409,2018,15749,32420,145,2.5,7.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1410,2018,15949,31007,145,2.5,8.37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1411,2014,4887,37875,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1412,2015,6995,33925,125,1.4,13.58,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1413,2017,15495,20996,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1414,2017,6602,32107,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1415,2015,9495,61919,125,1.7,14.93,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1416,2015,8995,43492,30,1.7,16.59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1417,2017,10498,29304,145,1.6,19.63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1418,2016,10498,31604,165,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1419,2018,15995,33244,145,2.5,7.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1420,2016,10995,14335,20,1.7,17.78,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1421,2018,15495,5942,150,1.6,10.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1422,2019,21990,4700,150,2.0,8.98,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1423,2013,3991,69814,20,1.2,16.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1424,2013,5408,68728,0,1.6,20.16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1425,2017,7040,9647,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1426,2019,33900,1173,145,2.2,10.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1427,2016,8111,19578,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1428,2018,12591,22684,150,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1429,2019,22470,150,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1430,2018,13470,7837,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1431,2015,5891,23234,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1432,2018,19483,33911,145,2.2,11.31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1433,2018,14000,38560,145,2.5,9.96,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1434,2018,18000,35915,145,2.2,11.31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1435,2018,16000,33389,145,2.5,8.37,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1436,2018,14794,38093,145,2.5,9.96,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1437,2019,9990,2938,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1438,2017,7490,35937,30,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1439,2016,5990,23315,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1440,2016,6110,28386,20,1.0,16.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1441,2016,6130,19390,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1442,2016,17690,48155,235,2.2,11.15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1443,2016,7760,20934,30,1.2,14.93,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1444,2019,13990,9130,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1445,2019,14640,3961,145,1.4,10.96,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1446,2019,14990,1247,145,1.0,12.05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1447,2017,7740,18036,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1448,2019,11990,1027,145,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1449,2019,21490,199,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1450,2016,10870,51846,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1451,2016,10500,48868,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1452,2014,5498,36818,30,1.2,15.22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1453,2019,24000,10003,150,1.6,13.31,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1454,2018,18000,9424,150,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1455,2018,16995,18856,150,1.6,10.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1456,2018,15995,32383,145,2.5,7.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1457,2018,14698,24905,140,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1458,2016,13798,3778,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1459,2019,8298,18101,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1460,2017,12798,38319,150,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1461,2018,16498,18478,140,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1462,2014,4498,49854,30,1.2,15.22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1463,2017,10498,6264,165,1.4,12.05,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1464,2018,7998,14830,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1465,2018,9498,12223,145,1.0,15.24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1466,2018,9498,14319,145,1.0,15.24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1467,2015,7498,38279,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1468,2018,12698,21642,145,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1469,2017,15498,18062,145,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1470,2014,6881,82203,145,1.7,14.08,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1471,2015,7520,46142,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1472,2017,11360,41103,160,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1473,2017,8000,24533,145,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1474,2017,7400,24879,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1475,2016,6000,37721,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1476,2016,9450,15053,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1477,2017,15490,22798,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1478,2016,7000,6603,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1479,2018,14750,8847,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1480,2016,14500,14996,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1481,2016,8995,8648,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1482,2017,6650,13997,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1483,2015,6650,29861,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1484,2019,14490,4131,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1485,2015,9250,25686,20,1.6,19.13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1486,2016,7990,22654,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1487,2016,7595,17166,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1488,2017,14990,26697,145,1.7,16.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1489,2017,10998,36571,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1490,2015,10498,36831,125,1.7,14.93,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1491,2018,16498,23252,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1492,2017,12298,25661,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1493,2019,20498,6483,145,2.5,8.37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1494,2017,17650,36432,150,2.0,14.34,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1495,2019,19500,6013,150,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1496,2019,16500,14147,150,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1497,2017,15500,23546,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1498,2014,6000,40650,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1499,2017,8495,27409,30,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1500,2018,9000,10268,150,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1501,2016,12700,45910,200,2.0,12.65,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1502,2018,11000,33762,150,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1503,2016,8250,21344,145,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1504,2015,8000,37750,145,1.4,12.44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1505,2017,9500,12536,145,1.6,16.96,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1506,2016,8300,14646,30,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1507,2019,15500,3933,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1508,2014,6000,21359,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1509,2017,15200,7525,145,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1510,2016,13990,18688,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1511,2018,11671,21802,150,1.4,13.82,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1512,2018,18498,3138,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1513,2017,9998,8314,160,1.6,11.49,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1514,2019,18998,2526,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1515,2016,8798,31796,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1516,2017,6750,29673,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1517,2016,18680,34812,235,2.2,11.15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1518,2018,12395,28433,145,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1519,2017,8250,7546,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1520,2016,7750,27497,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1521,2015,6750,18050,20,1.0,16.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1522,2015,19000,28700,260,2.2,11.15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1523,2018,9500,18000,150,1.0,16.59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1524,2015,8500,24610,205,1.6,11.52,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1525,2018,10000,13976,150,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1526,2017,11500,14440,150,1.4,13.82,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1527,2017,7500,16483,30,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1528,2019,11000,12120,150,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1529,2016,19000,32223,240,2.2,11.15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1530,2015,7250,26247,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1531,2015,6500,40700,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1532,2014,5500,31946,30,1.2,15.22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1533,2016,8000,21473,150,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1534,2017,14500,43912,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1535,2018,11750,20555,145,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1536,2017,16500,12543,145,1.6,10.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1537,2016,14000,25237,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1538,2013,3750,45615,20,1.2,16.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1539,2018,13500,9884,150,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1540,2017,11000,12536,145,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1541,2018,10250,17624,145,1.0,17.36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1542,2015,6500,47900,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1543,2016,7280,16205,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1544,2019,32380,9739,150,2.2,10.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1545,2017,14790,16001,140,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1546,2019,14974,6811,150,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1547,2016,13480,36510,125,2.0,15.56,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1548,2019,23880,9733,150,1.6,9.46,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1549,2016,7290,27458,30,1.2,14.93,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1550,2016,11750,38000,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1551,2018,11750,16337,150,1.6,19.63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1552,2020,12000,484,150,1.2,14.64,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1553,2018,12500,15459,150,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1554,2019,9000,9023,150,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1555,2017,10500,7941,165,1.6,11.49,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1556,2020,13290,1458,150,1.0,14.08,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1557,2018,14000,37439,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1558,2019,9280,2238,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1559,2017,7500,3379,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1560,2019,28995,14778,145,2.2,10.51,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1561,2018,13500,9884,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1562,2015,8500,29590,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1563,2018,15000,11421,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1564,2016,14995,25233,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1565,2019,11480,2128,145,1.0,12.65,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1566,2017,9690,15824,145,1.4,12.87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1567,2017,8490,24890,145,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1568,2019,26290,4566,145,2.2,11.15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1569,2019,23290,1486,135,1.6,13.82,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1570,2016,6500,16309,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1571,2019,10500,10458,145,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1572,2019,23490,3393,145,1.6,12.44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1573,2019,9290,1824,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1574,2017,14000,34492,145,2.5,9.96,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1575,2019,9000,9995,145,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1576,2019,8000,9367,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1577,2019,23995,1200,145,2.5,8.37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1578,2018,14500,35845,145,2.5,8.88,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1579,2018,18000,34000,145,2.2,12.44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1580,2019,10000,14188,145,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1581,2018,16990,35757,145,2.5,7.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1582,2017,7000,31458,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1583,2018,19000,30229,145,2.2,12.44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1584,2015,6790,48458,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1585,2019,17590,4952,145,1.4,11.15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1586,2019,26000,3469,145,2.0,10.67,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1587,2016,15990,27458,200,2.0,12.23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1588,2019,21990,2765,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1589,2017,14990,36459,150,2.0,12.23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1590,2018,11390,4856,150,1.0,12.65,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1591,2017,16000,19542,0,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1592,2018,7500,7785,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1593,2014,5000,43482,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1594,2018,7250,24040,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1595,2019,23000,1790,150,2.0,8.98,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1596,2017,16000,17177,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1597,2016,13250,40601,200,2.0,12.44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1598,2017,18500,39608,200,2.2,12.44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1599,2018,11250,12364,145,1.6,19.63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1600,2018,16000,27742,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1601,2016,6980,34599,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1602,2020,23980,1764,145,1.6,13.31,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1603,2020,19890,2083,145,1.4,11.65,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1604,2020,35980,2196,145,2.2,10.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1605,2017,7995,25000,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1606,2016,6995,11500,20,1.0,16.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1607,2015,6995,12500,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1608,2016,8495,16500,145,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1609,2018,16995,16500,145,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1610,2015,7995,37500,200,1.6,11.52,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1611,2016,8495,27000,30,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1612,2019,36495,5000,145,2.2,10.51,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1613,2017,7000,30367,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1614,2018,16990,32730,145,2.5,7.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1615,2017,16290,11333,145,1.7,16.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1616,2017,6290,19116,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1617,2019,22000,2544,135,1.6,16.59,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1618,2016,12495,53753,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1619,2017,6498,42057,145,1.0,18.65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1620,2016,11498,21240,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1621,2017,7995,19750,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1622,2020,11980,793,145,1.0,14.93,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1623,2020,12980,539,145,1.2,14.64,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1624,2017,19770,35406,235,2.2,11.31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1625,2019,32280,2251,145,2.2,10.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1626,2017,10280,8970,145,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1627,2017,7495,14500,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1628,2016,8995,51500,30,1.6,16.96,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1629,2016,17995,40500,235,2.0,11.49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1630,2015,5995,16000,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1631,2019,19995,50,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1632,2020,12495,500,145,1.0,14.93,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1633,2016,7995,24500,30,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1634,2017,9995,15500,20,1.0,16.59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1635,2017,8995,35500,145,1.0,16.59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1636,2019,12995,6000,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1637,2017,7995,34945,30,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1638,2016,14093,65000,145,2.0,14.34,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1639,2016,11094,34504,30,1.7,17.36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1640,2018,8681,25000,150,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1641,2019,14062,357,145,1.6,9.11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1642,2016,8991,13302,160,1.6,11.49,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1643,2018,6795,32331,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1644,2017,7495,6500,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1645,2018,10995,5000,145,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1646,2019,36995,100,145,2.2,10.51,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1647,2016,6695,29650,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1648,2019,26995,1000,145,1.6,13.31,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1649,2019,14195,5000,145,1.0,12.65,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1650,2016,6495,20500,20,1.0,16.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1651,2019,25995,50,145,2.0,8.98,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1652,2015,7495,29000,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1653,2016,6995,29000,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1654,2017,7695,17500,30,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
